bus
6
stop
1a
20	051423334458
21	14263858
22	183858
23	183756
stop
45a
5	58
6	2339445057
7	03091521303544485358
8	0408131924283439445055
9	01061219253037434754
10	0107142230394857
11	05142333424857
12	0512192733404754
13	01061118243138455259
14	061320273440465259
15	0511182533414855
16	021019253238455158
17	040917243239445156
18	020916233137435057
19	02091421263137445158
20	061524344559
21	15273959
22	193959
23	193857
stop
46a
5	59
6	2440455158
7	04101622313645495459
8	0509142025293540455156
9	02071320263138444855
10	0208152331404958
11	06152434434958
12	0613202834414855
13	020712192532394653
14	000714212835414753
15	000612192634424956
16	031120263339465259
17	051018253340455257
18	031017243238445158
19	03101522273238455259
20	0716
stop
47a
6	002541465259
7	051117233237465055
8	000610152126303641465257
9	03081421273239454956
10	0309162432415059
11	07162535445059
12	0714212935424956
13	030813202633404754
14	010815222936424854
15	010713202735435057
16	0412212735414854
17	01071220273542475459
18	051219263339455259
19	041116232833394653
20	000817
stop
47b
6	0027424854
7	00071217253237465056
8	020814192429333944495459
9	05111723293541475259
10	05111927354453
11	01101928374653
12	021017243138455259
13	051116232936435057
14	041018253238445157
15	030916233038455259
16	0614212936435056
17	030915222936424955
18	010714212834404754
19	01071319253137434955
20	021018
stop
46b
6	0128434955
7	01081318263338475157
8	0309152025303440455055
9	00061218243036424853
10	0006122028364554
11	02112029384754
12	0311182532394653
13	00061217243037445158
14	051119263339455258
15	0410172431394653
16	000715223037445157
17	041016233037435056
18	020815222935414855
19	02081420263238445056
20	031119283950
21	02183042
22	022242
23	022241
0	00
stop
44b
6	0330455157
7	03101520283540495359
8	0511172227323642475257
9	02081420263238445055
10	0208142230384756
11	04132231404956
12	0513202734414855
13	020814192632394653
14	000713212835414754
15	000612192633414855
16	020917243239465359
17	061218253239455258
18	041017243137435057
19	04101622283440465258
20	051321304152
21	04203244
22	042444
23	042443
0	02
stop
43b
6	0532475359
7	051217223037425155
8	010713192429343844495459
9	04101622283440465257
10	0410162432404958
11	06152433425158
12	0715222936435057
13	041016212834414855
14	020915233037434956
15	020814212835435057
16	0411192634414855
17	010814202734414754
18	00061219263339455259
19	061218243036424854
20	00071523324354
21	06223446
22	062646
23	062645
0	04
stop
42b
6	07344955
7	01071419243239445357
8	0309152126313640465156
9	0106121824303642485459
10	06121826344251
11	00081726354453
12	000917243138455259
13	061218233036435057
14	041117253239455158
15	041016233037455259
16	0613212836435057
17	031016222936434956
18	020814212835414754
19	01081420263238445056
20	02091725344556
21	08243648
22	082848
23	082847
0	06
stop
41b
5	52
6	10375258
7	041018232836434857
8	0107131925303540445055
9	0004091521273339455157
10	0209152129374554
11	03112029384756
12	0312202734414855
13	020915212633394653
14	000714202835424854
15	010713192633404855
16	0209162431394654
17	010714202633404753
18	00061218253238445057
19	04111723293541475359
20	05122028374859
21	11273951
22	113050
23	103049
0	09
stop
40b
5	54
6	123954
7	00061220253038455059
8	0309152127323742465257
9	0206111723293541475359
10	0411172331394756
11	05132231404958
12	0514222936435057
13	041117232835414855
14	020916223037445056
15	030915212835425057
16	0411182633414957
17	041017232936435056
18	03091521283541465259
19	061319253137434955
20	01071422303950
21	0113294153
22	133252
23	123251
0	11
stop
39b
5	57
6	154257
7	030915232833414853
8	0206121824303540454955
9	0005091420263238445056
10	020714202634425059
11	081625344352
12	0108172532394653
13	00071420263138445158
14	051219253340475359
15	0612182431384553
16	0007142129374553
17	010915222834414855
18	01081420263340455056
19	03101723293440465258
20	04101725334253
21	0416324456
22	163555
23	143453
0	14
stop
38b
5	59
6	1744
7	01071319283338465358
8	07111723293540455054
9	0005101418243036424854
10	000611182430384654
11	03122029384756
12	0512212936435057
13	041118243035424855
14	020916232937445157
15	031016222835424957
16	0411182533414957
17	051319263238455259
18	051218243037444954
19	00071320263237434955
20	0107132028364556
21	0719354759
22	193858
23	173756
0	16
stop
6b
6	022047
7	041016223136414956
8	0110142026323843485357
9	0308131721273339455157
10	030914212733414957
11	06152332415059
12	08152432394653
13	00071421273338455158
14	0513192632404754
15	000613192531384552
16	0007142128384654
17	021018243137435057
18	04101723293542495459
19	05121823293540465258
20	0410162331394859
21	10223850
22	022241
23	01204059
0	19
stop
5b
6	042249
7	061218243338435158
8	0312162228344045505559
9	0510151923293541475359
10	051116232935435159
11	081725344352
12	0110172634414855
13	020916232935404753
14	000715212834424956
15	020815212733404754
16	0209162330404856
17	041220263339455259
18	061219253137445156
19	01071420253137424854
20	0006121825334150
21	0112244052
22	042443
23	032242
0	0121
stop
4b
6	062451
7	0814202635404553
8	0005141824303642475257
9	0107121721253137434955
10	010713182531374553
11	01101927364554
12	0312192836435057
13	041118253137424955
14	020917233036445158
15	041017232935424956
16	0411182532425058
17	0614222835414754
18	01081421273339465358
19	03091622273339445056
20	0208142027354352
21	0314264254
22	062645
23	052444
0	0323
stop
3b
6	082653
7	1016222837424755
8	0207162026323844495459
9	0309141923273339455157
10	030915202733394755
11	03122129384756
12	0514213038455259
13	061320273339445157
14	0411192532384653
15	00061219253137445158
16	06132027344452
17	000816243037434956
18	031016232935414855
19	0005111824293541465258
20	0410162229374554
21	0516284456
22	082847
23	072646
0	0525
stop
2b
6	092754
7	1117232938434856
8	03081721273339455055
9	000410152024283440465258
10	041016212834404856
11	04132230394857
12	06152231394653
13	00071421283440455258
14	0512202633394754
15	01071320263238455259
16	07142128354553
17	010917253138445057
18	041117243036424956
19	0106121925303642475359
20	0511172330384655
21	0617294557
22	092948
23	082747
0	0626
stop
1b
6	102855
7	1218243039444957
8	04091822283440465156
9	010511162125293541475359
10	051117222935414957
11	05142331404958
12	07162332404754
13	01081522293541465359
14	0613212734404855
15	020814212733394653
16	0008152229364654
17	021018263239455158
18	051218253137435057
19	02071320263137434854
20	000612182431394756
21	0718304658
22	103049
23	092848
0	0727
