bus
15a-b
days
12345
stop
88a
6	102445
7	49
8	082156
9	39
10	53
11	1754
12	152759
13	4659
14	11
15	253358
16	39
17	0941
18	033558
20	0354
21	29
22	18
23	28
stop
89a
6	112546
7	51
8	102358
9	41
10	55
11	1956
12	1729
13	0148
14	0113
15	2735
16	0041
17	1143
18	0537
19	00
20	0556
21	30
22	19
23	29
stop
90a
6	132748
7	53
8	1225
9	0043
10	57
11	2158
12	1931
13	0350
14	0315
15	2937
16	0243
17	1345
18	0739
19	02
20	0758
21	32
22	21
23	31
stop
91a
6	152950
7	55
8	1427
9	0245
10	59
11	23
12	002133
13	0552
14	0517
15	3139
16	0445
17	1547
18	0941
19	04
20	09
21	0034
22	23
23	33
stop
92a
6	173153
7	59
8	1831
9	0548
11	0226
12	032436
13	0855
14	0820
15	3442
16	0748
17	1850
18	1244
19	07
20	12
21	0236
22	25
23	35
stop
93a
6	193356
8	022134
9	0851
11	0529
12	062739
13	1158
14	1123
15	3745
16	1051
17	2153
18	1547
19	10
20	15
21	0438
22	27
23	37
stop
94a
6	203457
8	042336
9	1052
11	0630
12	072840
13	1259
14	1224
15	3846
16	1152
17	2254
18	1648
19	11
20	16
21	0539
22	28
23	38
stop
95a
6	223659
8	062538
9	1254
11	0832
12	093042
13	14
14	011426
15	4048
16	1354
17	2456
18	1850
19	13
20	18
21	0741
22	30
23	40
stop
96a
6	2539
7	02
8	102942
9	1557
11	1135
12	123345
13	17
14	041729
15	4351
16	1657
17	2759
18	2153
20	21
21	1043
22	32
23	42
stop
12a
6	2842
7	05
8	133245
9	18
10	00
11	1438
12	153648
13	20
14	072032
15	4654
16	21
17	0333
18	052759
20	24
21	1346
22	35
23	45
stop
13a
6	3145
7	08
8	163548
9	21
10	03
11	1741
12	183951
13	23
14	102335
15	4957
16	24
17	0636
18	0830
19	02
20	27
21	1649
22	38
23	48
stop
14a
6	3347
7	10
8	183750
9	23
10	05
11	1943
12	204153
13	25
14	122537
15	5159
16	26
17	0838
18	1032
19	04
20	29
21	1851
22	40
23	50
stop
15a
6	3549
7	12
8	203952
9	25
10	07
11	2145
12	224355
13	27
14	142739
15	53
16	0230
17	1444
18	1637
19	09
20	31
21	2053
22	42
23	52
stop
16a
6	3751
7	14
8	224154
9	27
10	09
11	2347
12	244557
13	29
14	162941
15	55
16	0432
17	1646
18	1839
19	11
20	33
21	2255
22	44
23	54
stop
17a
6	3953
7	16
8	244356
9	29
10	11
11	2549
12	264759
13	31
14	183143
15	57
16	0634
17	1848
18	2041
19	13
20	35
21	2457
22	46
23	56
stop
18a
6	4155
7	18
8	264558
9	31
10	13
11	2751
12	2849
13	0133
14	203345
15	59
16	0836
17	2050
18	2243
19	15
20	37
21	2659
22	48
23	58
stop
19a
6	4357
7	20
8	2847
9	0033
10	15
11	2953
12	3051
13	0335
14	223547
16	011038
17	2252
18	2445
19	17
20	39
21	28
22	0150
0	00
stop
20a
6	4559
7	22
8	3049
9	0235
10	17
11	3155
12	3253
13	0537
14	243749
16	031240
17	2454
18	2647
19	19
20	41
21	30
22	0352
0	02
stop
30a
6	47
7	0124
8	3251
9	0437
10	19
11	3357
12	3455
13	0739
14	263951
16	051442
17	2656
18	2849
19	21
20	43
21	32
22	0554
0	04
bus
15b-a
stop
30a
6	55
7	0725
8	044655
9	1138
10	20
11	40
12	0440
13	051242
14	4157
15	03
16	101449
17	36
18	0031
19	0733
20	48
21	40
22	0855
0	05
stop
31b
6	57
7	0927
8	064857
9	1340
10	22
11	42
12	0642
13	071444
14	4359
15	05
16	121651
17	38
18	0233
19	0935
20	50
21	42
22	1057
0	07
stop
32b
6	59
7	1129
8	085059
9	1542
10	24
11	44
12	0844
13	091646
14	45
15	0107
16	141853
17	40
18	0435
19	1137
20	51
21	43
22	1158
0	09
stop
33b
7	011432
8	1153
9	021744
10	26
11	46
12	1046
13	111848
14	47
15	0309
16	172156
17	45
18	0939
19	1440
20	53
21	45
22	13
23	00
0	11
stop
34b
7	021533
8	1254
9	031845
10	27
11	47
12	1147
13	121949
14	48
15	0410
16	182257
17	46
18	1040
19	1541
20	54
21	46
22	14
23	01
0	12
stop
17b
7	041735
8	1456
9	052047
10	29
11	49
12	1349
13	142151
14	50
15	0612
16	202459
17	48
18	1242
19	1743
20	56
21	47
22	15
23	02
0	14
stop
16b
7	062139
8	18
9	00082350
10	32
11	52
12	1652
13	172454
14	53
15	0915
16	2327
17	0251
18	1545
19	2045
20	58
21	49
22	17
23	04
0	16
stop
35b
7	082341
8	20
9	02102552
10	34
11	54
12	1854
13	192656
14	55
15	1117
16	2529
17	0453
18	1747
19	2247
21	0051
22	19
23	05
0	18
stop
15b
7	122746
8	25
9	06142955
10	37
11	57
12	2157
13	222959
14	58
15	1420
16	2933
17	0857
18	2151
19	2650
21	0253
22	21
23	07
0	20
stop
13b
7	153050
8	29
9	09173258
10	40
12	0024
13	002532
14	02
15	011723
16	3236
17	11
18	002454
19	2953
21	0455
22	23
23	09
0	22
stop
12b
7	183353
8	32
9	122035
10	0143
12	0327
13	032835
14	05
15	042026
16	3539
17	14
18	032757
19	3256
21	0758
22	26
23	12
0	25
stop
96b
7	203555
8	34
9	142237
10	0345
12	0529
13	053037
14	07
15	062228
16	3741
17	16
18	052959
19	3458
21	09
22	0028
23	14
0	27
stop
97b
7	233858
8	37
9	172540
10	0648
12	0832
13	083340
14	10
15	092531
16	4044
17	19
18	0832
19	0237
20	01
21	11
22	0230
23	16
0	29
stop
95b
5	56
6	0826
7	243959
8	38
9	182641
10	0749
12	0933
13	093441
14	11
15	102632
16	4145
17	20
18	0933
19	0338
20	02
21	12
22	0331
23	17
0	30
stop
94b
5	57
6	0927
7	2540
8	0039
9	192742
10	0850
12	1034
13	103542
14	12
15	112733
16	4246
17	21
18	1034
19	0439
20	03
21	13
22	0432
23	18
0	31
stop
98b
5	59
6	1129
7	2742
8	0241
9	212944
10	1052
12	1236
13	123744
14	14
15	132935
16	4448
17	23
18	1236
19	0641
20	05
21	15
22	0634
23	19
0	33
stop
93b
6	011331
7	2944
8	0443
9	233146
10	1254
12	1438
13	143946
14	16
15	153137
16	4751
17	26
18	1539
19	0943
20	07
21	17
22	0836
23	20
0	35
stop
92b
6	031533
7	3146
8	0645
9	253348
10	1456
12	1640
13	164148
14	18
15	173339
16	5155
17	31
18	2044
19	1245
20	09
21	19
22	1038
23	21
0	37
stop
91b
6	051735
7	3449
8	0948
9	283651
10	1759
12	1943
13	194451
14	21
15	203642
16	5458
17	35
18	2448
19	1548
20	11
21	21
22	1240
23	23
0	39
stop
90b
6	071937
7	3651
8	1150
9	303853
10	19
11	01
12	2145
13	214653
14	23
15	223844
16	56
17	0037
18	2650
19	1750
20	13
21	22
22	1341
23	24
0	41
stop
89b
6	092139
7	3853
8	1352
9	324055
10	21
11	03
12	2347
13	234855
14	25
15	244046
16	58
17	0239
18	2852
19	1952
20	15
21	24
22	1543
23	26
0	43
stop
88b
6	102240
7	3954
8	1453
9	334156
10	22
11	04
12	2448
13	244956
14	26
15	254147
16	59
17	0340
18	2953
19	2053
20	16
21	25
22	1644
23	27
0	44
