bus
15a-b
days
67
stop
88a
6	2856
7	152742
8	0112213752
9	04224155
10	22
11	032645
12	01153752
13	05214051
14	08263556
15	11244757
16	2351
17	143053
18	1847
19	162559
20	2251
21	2541
22	1045
23	23
stop
89a
6	2957
7	162843
8	0213223853
9	05234256
10	23
11	042746
12	02163853
13	06224152
14	09273657
15	12254858
16	2452
17	153154
18	1948
19	1726
20	002352
21	2642
22	1146
23	24
stop
90a
6	3159
7	183045
8	0415244055
9	07254458
10	25
11	062948
12	04184055
13	08244354
14	11293859
15	142750
16	002654
17	173356
18	2150
19	1928
20	022554
21	2844
22	1348
23	26
stop
91a
6	33
7	01203247
8	0617264257
9	092746
10	0027
11	083150
12	06204257
13	10264556
14	133140
15	01162952
16	022856
17	193558
18	2352
19	2130
20	042756
21	3046
22	1550
23	28
stop
92a
6	36
7	04233550
8	09202945
9	00123049
10	0330
11	113453
12	092345
13	0013294859
14	163443
15	04193255
16	053159
17	2238
18	012655
19	2433
20	073059
21	3248
22	1752
23	30
stop
93a
6	38
7	06253752
8	11223147
9	02143251
10	0532
11	133655
12	112547
13	02153150
14	01183645
15	06213457
16	0733
17	012440
18	032857
19	2635
20	0932
21	013450
22	1954
23	32
stop
94a
6	39
7	07263954
8	13243349
9	04163453
10	0734
11	153857
12	132749
13	04173352
14	03203847
15	08233659
16	0935
17	032642
18	053059
19	2837
20	1134
21	033652
22	2155
23	33
stop
95a
6	41
7	09284156
8	15263551
9	06183655
10	0936
11	174059
12	152951
13	06193554
14	05224049
15	102538
16	011137
17	052844
18	0732
19	013039
20	1336
21	053854
22	2357
23	34
stop
96a
6	3344
7	12314459
8	18293854
9	09213958
10	1239
11	2043
12	02183254
13	09223857
14	08254352
15	132841
16	041440
17	083147
18	1035
19	0433
20	1639
21	084156
22	2559
stop
12a
6	3647
7	153447
8	0221324157
9	122442
10	011542
11	2346
12	05213557
13	122541
14	0011284655
15	163144
16	071743
17	113450
18	1338
19	0736
20	1942
21	114459
22	28
23	02
stop
13a
6	3950
7	183750
8	05243544
9	00152745
10	041845
11	2649
12	082438
13	00152844
14	0314314958
15	193447
16	102046
17	143753
18	1641
19	1039
20	2245
21	1447
22	0231
23	05
stop
14a
6	4152
7	203952
8	07263746
9	02172947
10	062047
11	2851
12	102640
13	02173046
14	05163351
15	00213649
16	122248
17	163955
18	1843
19	1241
20	2447
21	1649
22	0433
23	07
stop
15a
6	4354
7	224154
8	09283948
9	04193149
10	082249
11	3053
12	122842
13	04193248
14	07183553
15	02233851
16	142450
17	184157
18	2045
19	1443
20	2649
21	1851
22	0635
23	09
stop
16a
6	4556
7	244356
8	11304150
9	06213351
10	102451
11	3255
12	143044
13	06213450
14	09203755
15	04254053
16	162652
17	204359
18	2247
19	1645
20	2851
21	2053
22	0837
23	11
stop
17a
6	4758
7	264558
8	13324352
9	08233553
10	122653
11	3457
12	163246
13	08233652
14	11223957
15	06274255
16	182854
17	2245
18	012449
19	1847
20	3053
21	2255
22	1039
23	13
stop
18a
6	49
7	002847
8	0015344554
9	10253755
10	142855
11	3659
12	183448
13	10253854
14	13244159
15	08294457
16	203056
17	2447
18	032651
19	2049
20	3255
21	2457
22	1241
23	15
stop
19a
6	51
7	023049
8	0217364756
9	12273957
10	163057
11	38
12	01203650
13	12274056
14	152643
15	0110314659
16	223258
17	2649
18	052853
19	2251
20	3457
21	2659
22	1443
23	17
stop
20a
6	53
7	043251
8	0419384958
9	14294159
10	183259
11	40
12	03223852
13	14294258
14	172845
15	03123348
16	012434
17	002851
18	073055
19	2453
20	3659
21	28
22	011645
23	19
stop
30a
6	55
7	063453
8	06214051
9	00163143
10	012034
11	0142
12	05244054
13	163144
14	00193047
15	05143550
16	032636
17	023053
18	093257
19	2655
20	38
21	0130
22	031847
23	21
bus
15b-a
stop
30a
7	00184157
8	12214153
9	12253648
10	022539
11	0451
12	183544
13	04203946
14	04213851
15	09223951
16	052737
17	153656
18	1239
19	0838
20	0944
21	0333
22	031950
23	22
stop
31b
7	02204359
8	14234355
9	14273850
10	042741
11	0653
12	203746
13	06224148
14	06234053
15	11244153
16	072939
17	173858
18	1441
19	1040
20	1146
21	0535
22	052152
23	23
stop
32b
7	042245
8	0116254557
9	16294052
10	062943
11	0855
12	223948
13	08244350
14	08254255
15	13264355
16	093141
17	1940
18	001643
19	1242
20	1348
21	0736
22	062253
23	24
stop
33b
7	062447
8	0318274759
9	19324355
10	093246
11	1259
12	264352
13	12284754
14	12294659
15	17304759
16	133545
17	2344
18	042047
19	1645
20	1550
21	0938
22	082455
23	26
stop
34b
7	072548
8	04192848
9	0020334456
10	103347
11	13
12	00274453
13	13294855
14	133047
15	00183148
16	00143646
17	2445
18	052148
19	1746
20	1651
21	1039
22	092556
23	27
stop
17b
7	092750
8	06213050
9	0222354658
10	123549
11	15
12	02294655
13	15315057
14	153249
15	02203350
16	02163848
17	2647
18	072350
19	1948
20	1853
21	1140
22	102657
23	28
stop
16b
7	112952
8	08233252
9	04243748
10	00143852
11	18
12	05324958
13	183453
14	00183552
15	05233653
16	05194151
17	2950
18	102653
19	2250
20	2055
21	1342
22	122859
23	30
stop
35b
7	133154
8	10253454
9	06263950
10	02164054
11	20
12	073451
13	00203655
14	02203754
15	07253855
16	07214353
17	3152
18	122855
19	2452
20	2257
21	1544
22	1430
23	0031
stop
15b
7	153356
8	12273656
9	09294253
10	05194358
11	24
12	113855
13	04244059
14	06244158
15	11294259
16	11254757
17	3556
18	163259
19	2856
20	2559
21	1746
22	1632
23	0233
stop
13b
7	173558
8	14293858
9	11314455
10	072145
11	0026
12	134057
13	062642
14	01082643
15	00133144
16	0113274959
17	3758
18	1834
19	013058
20	27
21	011948
22	1834
23	0435
stop
12b
7	2038
8	01173241
9	0114344758
10	102448
11	0329
12	1643
13	00092945
14	04112946
15	03163447
16	04163052
17	0240
18	012137
19	0433
20	0130
21	042251
22	2137
23	0738
stop
96b
7	2240
8	03193443
9	03163649
10	00122650
11	0531
12	1845
13	02113147
14	06133148
15	05183649
16	06183254
17	0442
18	032339
19	0635
20	0332
21	062453
22	2339
23	0940
stop
97b
7	2442
8	05213645
9	05183851
10	02142852
11	0733
12	2047
13	04133349
14	08153350
15	07203851
16	08203456
17	0644
18	052541
19	0837
20	0534
21	082655
22	2541
23	11
stop
95b
6	1342
7	0011254352
8	06223746
9	06193952
10	03152953
11	0834
12	2148
13	05143450
14	09163451
15	08213952
16	09213557
17	0745
18	062642
19	0938
20	0635
21	092756
22	2642
23	12
stop
94b
6	1443
7	0112264453
8	07233847
9	07204053
10	04163054
11	0935
12	2249
13	06153551
14	10173552
15	09224053
16	10223658
17	0846
18	072743
19	1039
20	0736
21	102857
22	2743
23	13
stop
98b
6	1645
7	0314284655
8	09254049
9	09224255
10	06183256
11	1137
12	2451
13	08173753
14	12193754
15	11244255
16	122438
17	001048
18	092945
19	1241
20	0938
21	123059
22	2945
23	14
stop
93b
6	1847
7	0516304857
8	11274251
9	11244457
10	08203458
11	1339
12	2653
13	10193955
14	14213956
15	13264457
16	142640
17	021250
18	113147
19	1443
20	1140
21	1432
22	013147
23	15
stop
92b
6	2049
7	0718325059
8	13294453
9	13264659
10	102236
11	001541
12	2855
13	12214157
14	16234158
15	15284659
16	162842
17	041452
18	133349
19	1645
20	1342
21	1634
22	033349
23	17
stop
91b
6	2251
7	09213553
8	0216324756
9	162949
10	02132539
11	031844
12	3158
13	152444
14	00192644
15	01183149
16	02193145
17	071755
18	163652
19	1948
20	1544
21	1836
22	053551
23	19
stop
90b
6	2453
7	11233755
8	0418344958
9	183151
10	04152741
11	052046
12	33
13	00172646
14	02212846
15	03203351
16	04213347
17	091957
18	183854
19	2150
20	1745
21	1937
22	063652
23	20
stop
89b
6	2655
7	13253957
8	06203651
9	00203353
10	06172943
11	072248
12	35
13	02192848
14	04233048
15	05223553
16	06233549
17	112159
18	204056
19	2352
20	1947
21	2139
22	083854
23	22
stop
88b
6	2756
7	14264058
8	07213752
9	01213454
10	07183044
11	082349
12	36
13	03202949
14	05243149
15	06233654
16	07243650
17	1222
18	00214157
19	2453
20	2048
21	2240
22	093955
