days
12345
bus
8a-b
stop
71a
10	183350
11	05253956
12	162947
13	02204153
14	132746
15	07194054
16	13263752
17	0618294656
18	09213649
19	01132642
20	09213654
21	2344
22	074058
23	23
0	10
stop
9b
6	3857
7	12243751
8	0216294255
9	11243448
10	00203552
11	07274158
12	183149
13	04224355
14	152948
15	09214256
16	15283954
17	0820314858
18	11233851
19	03152844
20	11233856
21	2546
22	0942
23	0025
0	12
stop
8b
6	3958
7	13253852
8	0317304356
9	12253549
10	01213653
11	08284259
12	193250
13	05234456
14	163049
15	10224357
16	16294055
17	0921324959
18	12243952
19	04162945
20	12243957
21	2647
22	1043
23	0126
0	13
stop
7b
6	40
7	0015274054
8	0519324558
9	14273751
10	03233855
11	103044
12	01213452
13	07254658
14	183251
15	12244559
16	18314257
17	11233451
18	0114264154
19	06183146
20	14264159
21	2748
22	1144
23	0227
0	14
stop
37b
6	43
7	0217294256
8	07213447
9	0016293953
10	05254057
11	123246
12	03233654
13	092748
14	00203453
15	142647
16	0120334459
17	13253653
18	0316284356
19	08203348
20	162843
21	012950
22	1346
23	0429
0	16
stop
6b
6	45
7	06213346
8	0011253851
9	0218314155
10	07274259
11	143448
12	05253856
13	112950
14	02223655
15	162849
16	05243748
17	0317294057
18	0719314659
19	10223551
20	183045
21	033152
22	1548
23	0631
0	18
stop
5b
6	47
7	08233548
8	0213274053
9	0420334357
10	092944
11	01163650
12	07274058
13	133152
14	04243857
15	183051
16	07263950
17	0519314259
18	09213348
19	0112243753
20	203247
21	053354
22	1750
23	0833
0	20
stop
71b
6	49
7	10253750
8	0415294255
9	0622354559
10	113146
11	03183852
12	092942
13	00153354
14	06264059
15	203253
16	09284152
17	07213344
18	0111233550
19	0314263955
20	223449
21	073556
22	1952
23	1035
0	22
stop
82b
6	50
7	11263851
8	0516304356
9	07233646
10	00123247
11	04193953
12	103043
13	01163455
14	072741
15	00213354
16	10294253
17	08223445
18	0212243651
19	0415274056
20	233550
21	083657
22	2053
23	1136
0	23
