days
67
bus
8a-b
stop
71a
6	2040
7	08264159
8	132841
9	00183349
10	022548
11	03234358
12	13274358
13	14274357
14	142846
15	05193450
16	06213549
17	052142
18	02152945
19	0021324559
20	1851
21	31
22	10
stop
5a
6	2343
7	112944
8	02163144
9	03213652
10	052851
11	062646
12	01163046
13	01173046
14	00173149
15	08223753
16	09243852
17	082445
18	05183248
19	03243548
20	022154
21	34
22	13
stop
6a
6	2444
7	123146
8	04183346
9	05233854
10	073053
11	082848
12	03183248
13	03193248
14	02193351
15	10243955
16	11264054
17	102647
18	07203450
19	05263750
20	042356
21	36
22	15
stop
7a
6	2646
7	153449
8	07213649
9	08264157
10	103356
11	113151
12	06213551
13	06223551
14	05223654
15	13274258
16	14294357
17	132950
18	10233753
19	08294053
20	062558
21	38
22	17
stop
8a
6	2848
7	173651
8	09233851
9	10284359
10	123558
11	133353
12	08233753
13	08243753
14	07243856
15	152944
16	0016314559
17	153152
18	12253955
19	10314255
20	0827
21	0040
22	19
stop
9a
6	2949
7	183752
8	10243952
9	112944
10	00133659
11	143454
12	09243854
13	09253854
14	08253957
15	163045
16	01173246
17	00163253
18	13264056
19	11324356
20	0928
21	0141
22	20
stop
10a
6	133151
7	04203954
8	12264154
9	133146
10	021538
11	01163656
12	11264056
13	11274056
14	10274159
15	183247
16	03193448
17	02183455
18	15284258
19	13344558
20	1130
21	0343
22	22
stop
10a
6	153353
7	06224156
8	14284356
9	153348
10	041740
11	03183858
12	13284258
13	13294258
14	122943
15	01203449
16	05213650
17	04203657
18	173044
19	00153647
20	001332
21	0545
22	24
stop
35a
6	173555
7	08244358
8	16304558
9	173550
10	061942
11	052040
12	00153044
13	00153144
14	00143145
15	03223651
16	07233852
17	06223859
18	193246
19	02173849
20	021534
21	0747
22	26
stop
72a
6	193757
7	102645
8	00183247
9	00193752
10	082144
11	072242
12	02173246
13	02173346
14	02163347
15	05243853
16	09254054
17	082440
18	01213448
19	04194051
20	041736
21	0949
22	28
stop
73a
6	203858
7	112746
8	01193348
9	01203853
10	092245
11	082343
12	03183347
13	03183447
14	03173448
15	06253954
16	10264155
17	092541
18	02223549
19	05204152
20	051837
21	1050
22	29
stop
74a
6	2543
7	03163251
8	06243853
9	06254358
10	142750
11	132848
12	08233852
13	08233952
14	08223953
15	11304459
16	153146
17	00143046
18	07274054
19	10254657
20	102342
21	1555
22	34
stop
75a
6	2745
7	05183453
8	08264055
9	082745
10	00162952
11	153050
12	10254054
13	10254154
14	10244155
15	133246
16	01173348
17	02163248
18	09294256
19	12274859
20	122544
21	1757
22	36
stop
76a
6	2846
7	06193554
8	09274156
9	092846
10	01173053
11	163151
12	11264155
13	11264255
14	11254256
15	143347
16	02183449
17	03173349
18	10304357
19	132849
20	00132645
21	1858
22	37
stop
77a
6	2947
7	07203655
8	10284257
9	102947
10	02183154
11	173252
12	12274256
13	12274356
14	12264357
15	153448
16	03193550
17	04183450
18	11314458
19	142950
20	01142746
21	1959
22	38
stop
78a
6	3149
7	09223857
8	12304459
9	123149
10	04203356
11	193454
12	14294458
13	14294558
14	14284559
15	173650
16	05213752
17	06203652
18	133346
19	00163152
20	03162948
21	21
22	0140
stop
79a
6	3250
7	10233958
8	133145
9	00133250
10	05213457
11	203555
12	15304559
13	15304659
14	152946
15	00183751
16	06223853
17	07213753
18	143447
19	01173253
20	04173049
21	22
22	0241
bus
8b-a
stop
79b
6	3554
7	132845
8	01163449
9	04163553
10	06233758
11	203657
12	193348
13	02173249
14	04183248
15	02224155
16	10254156
17	11234158
18	173649
19	03203654
20	07183452
21	27
22	0647
stop
78b
6	3655
7	142946
8	02173550
9	05173654
10	07243859
11	213758
12	203449
13	03183350
14	05193349
15	03234256
16	11264257
17	12244259
18	183750
19	04213755
20	08193553
21	28
22	0748
stop
80b
6	3756
7	153047
8	03183651
9	06183755
10	082539
11	00223859
12	213550
13	04193451
14	06203450
15	04244357
16	12274358
17	132543
18	00193851
19	05223856
20	09203654
21	29
22	0849
stop
77b
6	3958
7	173249
8	05203853
9	08203957
10	102741
11	022440
12	01233752
13	06213653
14	08223652
15	06264559
16	142945
17	00152745
18	02214053
19	07244058
20	11223856
21	31
22	1051
stop
76b
6	4059
7	183350
8	06213954
9	09214058
10	112842
11	032541
12	02243853
13	07223754
14	09233753
15	072746
16	00153046
17	01162846
18	03224154
19	08254159
20	12233957
21	32
22	1152
stop
75b
6	41
7	00193451
8	07224055
9	10224159
10	122943
11	042642
12	03253954
13	08233855
14	10243854
15	082847
16	01163147
17	02172947
18	04234255
19	092642
20	0013244058
21	33
22	1253
stop
74b
6	44
7	03223754
8	10254358
9	132544
10	02153246
11	072945
12	06284257
13	11264158
14	13274157
15	113150
16	04193450
17	05203250
18	07264558
19	122945
20	03162743
21	0136
22	1556
stop
81b
6	47
7	06254057
8	132846
9	01162847
10	05183549
11	103248
12	093145
13	00142944
14	01163044
15	00143453
16	07223753
17	08233553
18	102948
19	01153248
20	06193046
21	0439
22	1859
stop
73b
6	50
7	092843
8	00163149
9	04193150
10	08213852
11	133551
12	123448
13	03173247
14	04193347
15	03173756
16	10254056
17	11263856
18	133251
19	04183551
20	09223349
21	0742
22	21
23	02
stop
72b
6	52
7	113045
8	02183351
9	06213352
10	10234054
11	153753
12	143650
13	05193449
14	06213549
15	05193958
16	12274258
17	13284058
18	153453
19	06203753
20	11243551
21	0944
22	22
23	03
stop
36b
6	54
7	133247
8	04203553
9	08233554
10	12254256
11	173955
12	163852
13	07213651
14	08233751
15	072141
16	00142944
17	00153042
18	00173655
19	08223955
20	13263753
21	1146
22	24
23	05
stop
11b
6	56
7	153449
8	06223755
9	10253756
10	14274458
11	194157
12	184054
13	09233853
14	10253953
15	092343
16	02163146
17	02173244
18	02193857
19	10244157
20	16283955
21	1248
22	26
23	07
stop
10b
6	58
7	183752
8	09254058
9	13284059
10	173047
11	012244
12	00214357
13	12264156
14	13284256
15	122646
16	05193449
17	05203547
18	052241
19	00132744
20	0018314258
21	1450
22	28
23	09
stop
9b
7	00203954
8	112742
9	00153042
10	01193249
11	032446
