days
12345
bus
16a-b
stop
1a
5	4453
6	0814212835424854
7	010814212835414856
8	0311192634414956
9	03101725344354
10	0618314355
11	071931425058
12	06142128364453
13	02101928374656
14	061626354452
15	0008172736445259
16	0714212836435058
17	13202734414957
18	0513264156
19	10243854
20	10274357
21	11264156
22	11264258
23	21
stop
2a
5	4554
6	0915222936434955
7	020915222936424957
8	0412202735425057
9	04111826354455
10	0719324456
11	082032435159
12	07152229374554
13	03112029384757
14	071727364553
15	01091828374553
16	000815222937445159
17	14212835425058
18	0614274257
19	11253955
20	11284458
21	12274257
22	12274359
23	22
stop
3a
5	4655
6	1016233037445056
7	031016233037435058
8	0513212836435158
9	05121927364556
10	0820334557
11	0921334452
12	0008162330384655
13	04122130394858
14	081828374654
15	02101929384654
16	0109162330384552
17	0015222936435159
18	0715284358
19	12264056
20	12294559
21	13284358
22	132844
23	0023
stop
4a
5	4756
6	1117243138455157
7	041117243138445159
8	0614222937445259
9	06132028374657
10	0921344658
11	1022344553
12	0109172431394756
13	05132231404959
14	091929384755
15	03112030394755
16	0210172431394653
17	01162330374452
18	000816294459
19	13274157
20	133046
21	0014294459
22	142945
23	0124
stop
5a
5	5059
6	14202734414854
7	000714202734414754
8	0209172532404755
9	02091623314049
10	0012243749
11	011325374856
12	0412202734425059
13	081625344352
14	02122232415058
15	06142333425058
16	0513202734424956
17	04192633404755
18	0311193247
19	02163044
20	00163349
21	03173247
22	02173248
23	0427
stop
6a
5	52
6	0116222936435056
7	041118243138455158
8	0613212936445159
9	05121926344352
10	0315274052
11	041628405159
12	07152330374553
13	02111928374655
14	051525354453
15	01091726364553
16	0108162330384653
17	0008233037445159
18	0715233651
19	04183246
20	02183551
21	05193449
22	04193450
23	0629
stop
7a
5	55
6	0419253239465359
7	0714212734414854
8	0109162432394754
9	0208152229374655
10	0618304355
11	0719314354
12	0210182633404856
13	05142231404958
14	081828384756
15	04122029394856
16	0411192633414956
17	03112633404754
18	021018263954
19	07213549
20	05213854
21	08223752
22	07223753
23	0932
stop
8a
5	57
6	06212734414855
7	010916232936435056
8	0311182634414956
9	0410172431394857
10	0820324557
11	0921334556
12	0412202835425058
13	071624334251
14	00102030404958
15	06142231415058
16	0613212835435158
17	05132835424956
18	041220284156
19	09233751
20	07234056
21	10243954
22	09243955
23	1134
stop
9a
5	59
6	08232936435057
7	031118253138455258
8	0513202836435158
9	0612192633415059
10	1022344759
11	1123354758
12	06142230374452
13	00091826354453
14	021222324251
15	00081624334352
16	0008152330374553
17	0007153037445158
18	061422304358
19	11253953
20	09254258
21	12264156
22	11264157
23	1336
stop
10a
5	42
6	0110182532404754
7	010917243137445158
8	0411192634424957
9	0309152229364453
10	0213253750
11	0214263850
12	0109172533404755
13	03122129384756
14	051525354554
15	03111927364655
16	0311182635425058
17	0512202835424956
18	031119273548
19	0314284256
20	122845
21	0115294459
22	13284359
23	1538
stop
11a
5	44
6	0312202734424956
7	0311192633394653
8	000613212836445159
9	0612182532394756
10	0516284053
11	0517294153
12	0412202836435058
13	06152432415059
14	081828384857
15	06142230394958
16	06142129384553
17	010815233138455259
18	061422303851
19	0617314559
20	153148
21	04183247
22	02163146
23	021841
stop
83a
5	46
6	0514222936445158
7	0513212835414855
8	0208152330384653
9	010814202734414958
10	0718304255
11	0719314355
12	06142230384552
13	00081726344352
14	01102030405059
15	081624324151
16	0008162331404755
17	0310172533404754
18	01081624324053
19	08193347
20	01173350
21	06203449
22	04183348
23	042043
stop
12a
5	49
6	08172532394754
7	0110182633404653
8	000713202835435158
9	0512182431384553
10	021122344659
11	1123354759
12	10182634424956
13	04122130384756
14	051424344454
15	03122028364555
16	04122027364552
17	000815223038455259
18	06132129374558
19	11223650
20	04203653
21	09233752
22	07213651
23	072346
stop
13a
5	52
6	11202835425057
7	0413212936434956
8	0310162331384654
9	010815212734414856
10	0514253749
11	0214263850
12	0213212937455259
13	07152433415059
14	081727374757
15	06152331394858
16	07152330394855
17	0311182533414855
18	02091624324048
19	0114253953
20	07233956
21	12264055
22	10243954
23	102649
stop
52a
5	54
6	13223037445259
7	0615233138455158
8	0512182533404856
9	031017232936435058
10	0716273951
11	0416284052
12	04152331394754
13	01091726354352
14	01101929394959
15	081725334150
16	0009172532415057
17	0513202735435057
18	04111826344250
19	0316274155
20	09254158
21	14284257
22	12264156
23	122851
stop
84a
5	55
6	142331384553
7	000716243239465259
8	0613192634414957
9	041118243037445159
10	0817284052
11	0517294153
12	05162432404855
13	02101827364453
14	021120304050
15	00091826344251
16	0110182633425158
17	0614212836445158
18	05121927354351
19	0417284256
20	10264259
21	15294358
22	13274257
23	132952
stop
85a
5	57
6	162533404755
7	0209182634414854
8	010815212836435159
9	0613202632394653
10	011019304254
11	0719314355
12	07182634425057
13	04122029384655
14	041322324252
15	02112028364453
16	03122028354453
17	0008162330384653
18	0007142129374553
19	0619304458
20	122844
21	01173145
22	0015294459
23	153154
stop
86a
5	59
6	182735424957
7	0512212937445157
8	0411182431394654
9	020916232935424956
10	041322334557
11	1022344658
12	102129374553
13	0007152332414958
14	071625354555
15	05142331394756
16	06152331384756
17	0311192633414956
18	0310172432404856
19	09223347
20	01153147
21	04203448
22	02173146
23	01173356
stop
87a
6	022130384552
7	0008152432404754
8	000714212734424957
9	051219263238455259
10	0716253648
11	0013253749
12	01132432404856
13	03101826354452
14	01101928384858
15	08172634425059
16	09182634415059
17	0614222936445259
18	0613202735435159
19	12253650
20	04183450
21	07233751
22	05203449
23	04203659
stop
30a
6	032231394653
7	0109162533414855
8	010815222835435058
9	0613202733394653
10	000817263749
11	0114263850
12	02142533414957
13	04111927364553
14	02112029394959
15	091827354351
16	00101927354251
17	0007152330374553
18	0007142128364452
19	0013263751
20	05193551
21	08243852
22	06213550
23	052137
0	00
bus
16b-a
stop
30b
6	062635424957
7	0513212937455259
8	0613202734414855
9	021017243138455259
10	071524334455
11	0618304255
12	071929384654
13	0211182534425058
14	071625344455
15	03122131394756
16	05142231404856
17	0411192735425059
18	0714212835435058
19	0717294154
20	09244056
21	11264156
22	11264156
23	112641
0	10
stop
87b
6	072736435058
7	06142230384653
8	000714212835424956
9	0311182532394653
10	00081625344556
11	0719314356
12	082030394755
13	0312192635435159
14	081726354556
15	04132232404857
16	06152332414957
17	05122028364351
18	000815222936445159
19	0818304255
20	10254157
21	12274257
22	12274257
23	122742
0	11
stop
86b
6	1030394653
7	0109172533414956
8	031017243138455259
9	0614212835424956
10	03111928374859
11	1022344659
12	112333425058
13	06152229384654
14	02112029384859
15	071625354351
16	00091826354452
17	0008152331394654
18	0311182532394754
19	021121334558
20	132844
21	00153045
22	00153045
23	00153045
0	14
stop
85b
6	1232414855
7	0311192735435158
8	0512192633404754
9	010816233037445158
10	051321303950
11	0112243648
12	011325354452
13	0008172431404856
14	041322314050
15	01091827374553
16	02112028374654
17	0311182634424957
18	0614212834414956
19	0413233547
20	00153046
21	02173247
22	02173247
23	02173247
0	16
stop
84b
6	1333424956
7	0412202836445259
8	0613202734414855
9	020917243138455259
10	061422314051
11	0213253749
12	021426364553
13	0109182532414957
14	051423324151
15	02101928384654
16	03122129384755
17	0412192735435058
18	0715222935425057
19	0514243648
20	01163147
21	03183348
22	03183348
23	03183348
0	17
stop
52b
6	1535445158
7	06142230384654
8	010815222936435057
9	0411192633404754
10	01081624334253
11	0415273951
12	041628384755
13	0311202734435159
14	071625344353
15	04122130404856
16	05142331404957
17	06142129374552
18	000917243137445259
19	0716263850
20	03183349
21	05203550
22	05203550
23	05203550
0	19
stop
13b
6	18384754
7	0111192735435159
8	0613202734414855
9	020815233037445158
10	05122028374657
11	0819314355
12	082032425159
13	07152431384755
14	03112029384757
15	081625354553
16	01101928364554
17	0211192634425057
18	0514222936424957
19	041120304254
20	07223753
21	09243954
22	08233853
23	08233853
0	22
stop
12b
6	21415057
7	04142230384654
8	020916233037445158
9	0511182633404754
10	01081523314049
11	001122344658
12	1123354554
13	0210182734415058
14	061423324150
15	00111928384856
16	04132231394857
17	05142229374553
18	0008172532394552
19	00071423334557
20	10254056
21	12274257
22	11264156
23	11264156
0	25
stop
36b
6	23435259
7	06162432404856
8	0411182532394653
9	000713202835424956
10	03101725334251
11	0213243648
12	001325374756
13	04122029364352
14	00081625344352
15	02132130405058
16	06152433415059
17	07162431394755
18	0210192734414754
19	02091625354759
20	12274258
21	14294459
22	13284358
23	13284358
0	27
stop
11b
6	254554
7	02102028364452
8	000815222936435057
9	031016233138455259
10	06132028364554
11	0516273951
12	031628405059
13	07152332394655
14	03111928374655
15	051624334353
16	01091827374554
17	0311202835435159
18	0614233138455158
19	051219283850
20	02153045
21	01173247
22	02163146
23	01163146
0	0129
stop
10b
6	274756
7	05132331394755
8	0311182532394653
9	000613192634414855
10	0209162331394857
11	0819304254
12	0619314353
13	0210182635424958
14	06142231404958
15	081927364656
16	04122130404857
17	06142331384654
18	0209172634414854
19	01071421304052
20	04173247
21	03193449
22	04183348
23	03183348
0	0331
stop
9b
6	294958
7	07152533414957
8	0513202734414855
9	020815212836435057
10	0411182533415059
11	1021324456
12	0821334555
13	04122028374451
14	00081624334251
15	00102129384858
16	06142332425059
17	08162533404856
18	0411192836435056
19	03091623324254
20	06193449
21	05213651
22	06203550
23	05203550
0	0533
stop
8b
6	305059
7	08162634425058
8	0614212835424956
9	030916222937445158
10	05121926344251
11	001122334557
12	0922344656
13	05132129384552
14	01091725344352
15	01112230394959
16	071524334351
17	0009172634414957
18	0512202937445157
19	04101724334355
20	07203550
21	06223752
22	07213651
23	06213651
0	0634
stop
7b
6	3151
7	00101828364452
8	000816233037445158
9	0511182431394653
10	0007142128364453
11	021324354759
12	1124364858
13	07152331404754
14	03111927364554
15	031324324151
16	01091726354553
17	0211192836435159
18	0714223139465359
19	05111825344456
20	08213651
21	07233853
22	08223752
23	07223752
0	0735
stop
37b
6	3353
7	02122030384654
8	0210182532394653
9	000713202633414855
10	0209162330384655
11	0415263749
12	0113263850
13	0009172533424956
14	05132129384756
15	051526344353
16	03111928374755
17	04132130384553
18	0109162433414855
19	0107132027364658
20	10233853
21	09254055
22	10243954
23	09243954
0	0937
stop
6b
6	3555
7	05152333414957
8	0513212835424956
9	031016232936445158
10	0512192633414958
11	0718294052
12	0416294153
13	0312202836455259
14	08162432415059
15	081829374656
16	06142231415159
17	08172534424957
18	0513202837455259
19	04101623303949
20	0113264156
21	12284358
22	12264156
23	11264156
0	1139
stop
5b
6	3757
7	07172535435159
8	0715233037445158
9	0512182531384653
10	0007142128354351
11	000920314254
12	0618314355
13	05142230384754
14	01101826344352
15	01102031394858
16	081624334353
17	0110192736445159
18	07152230394754
19	0106121825324151
20	0315284358
21	143045
22	0014284358
23	13284358
0	1341
stop
4b
6	3959
7	091927374553
8	0109172532394653
9	000714202733404855
10	0209162330374553
11	021122334456
12	0820334557
13	07162432404956
14	03122028364554
15	031222334150
16	00101826354555
17	03122129384653
18	0109172432414956
19	0308142027344353
20	05173045
21	00163247
22	02163045
23	00153045
0	001543
stop
3b
6	41
7	01112129394755
8	0311192734414855
9	020916222935425057
10	0411182532394755
11	041324354658
12	1022354759
13	09182634425158
